customer_id,customer_unique_id,customer_zip_code_prefix
bc7398b02f14bcd3a5181e6a9b50c5de,a2255f4f5dccc6e70357cc06f7b316e5,28633
2ba25daf9792793cb287dd8d0390d8e5,c0ef37e745e3e5a7d172e900c5e5ccef,89480
d90359b63914d35b6058e423f964db77,1447b1e0484692a68d0c42a25d9ada01,18077
df72728563c0a348eed0e450e9e8c2b7,ffeefd086fc667aaf6595c8fe3d22d54,26445
3b05eb53fd64dbf2e21454026079e02d,d7cfefa991e6c4f12d98d640d633f53e,1201
0928de2429e186c48346ffaa5738cbe6,5e5e45d10f0d852c85733ded028ab58e,44072
a842a362a7fd195daa06e2d9ba915df8,40c4c308279011b2e5b85c75579f415d,24750
0fc58fd3e7d793da0de9dadc042c3259,9a51a02b8d385a60eabd5606eea6ea66,23013
46fc16f07712c5cdcdd55911a3297e16,3b6d8779a13d0e022d93c46e814de0fa,68638
5794d665b3fcd2de695dc52681b7161c,d7d9e83592f15cd50071a2d23a646956,80030
09de89d73728d8ba98281f3b1a73e9aa,6759159ea4c86bd73134b77aa90f13ce,11443
773fec0d5939f1896c867963d0226081,d7c1012110db9cf5e563972628bed021,5593
07721eb08dd1b2ad67e03e8aeeb1a83b,21c9ca31959d08bb5455023f84951387,61605
ada98c5815c41b1489a6b5761a36655e,be9f69243b876464c5ce479be020eede,11050
3c6612419abd34435aa81f8a6a2214b5,1f3c0c324fc4c5249da814054b2aaf10,28630
8d31d7e41fc13f0a9af55c6547c96738,58f8465c4ee7d392af213008278698a3,40718
83e1602374f1c008027bbf8828fc785b,7f77e7790a5b56e40a0ba156506a517c,27264
8af238f91c4c0285f2b1179ebe3b8a45,8ff97d7c368d3815ee0d62687cd1f934,56328
2bf1c80d9968dd73dd1ff5a5981b884a,17fd1d448d7f604a88daebca696d03c6,7080
3c47494ffc16280758dd950f117cb810,a548e6b90560bf0f780c567186ee9f76,35662
d918e8f6809326606a89bcf49a04419e,7dd4e8dc5ce5ee85eb05634a38402b6c,12316
a051bfa54366e22e1e0df328c1999bfc,3ea1c0d5c92973751f10c90168fb2f52,11680
d265c86d8b40bed20166f5b45befb303,40478d5c91f6793a6c880e207804ebd8,9371
6dc03b7785c3ad8b1f2f69a96afaf0d9,e1f1862e74270220628e76ecc8d68f98,71950
33d0814c9eff200629eb49330ce5c6a3,57e2b4ad2d77ceb7034ddaf45564600d,57017
aab5f71172c9d9ed6a13eab7abe2b1c2,df3bcbcb88d40ad1996ad1325fe8f481,11700
ab880a095ff46e861877d7b3dbac4e40,14174936391c072a504c204d1ffb0f8c,2022
522a6e7c1f1f992ac81be6abefa46294,282ebddb3e85120b1652204758fc332b,60055
45c3116824672fd443b1f5d6dcb299cd,a096deeb6ffacc02fa4efedd3c855767,93315
9cf66f100674f9c49ad1cce8c54545ba,3e12382588e1c02606852b6ce91c9583,22720
18bd91e07d2ec288e213c26f5d24e67e,9fab43415e920fd016c00856d8321a30,44006
c4ef60168a3671f95526b46f1d712774,60c873016687408fb305ce3c30866420,74686
4c2476d4bcf9b366b70d1616ac2ecd62,40e9ee5cbbe0f15938df485520fc5315,4381
87625e615967355b18866bfd41894377,aa7d65c5fe2077f8939817d6e0b4f3da,33400
195133a4df02bdaf18ce8446f3a48c46,a30990a6b91907ac35e5e7bb7247407e,19911
d36226a75bd645b98eb282c9ac967eb2,33db96cdca5de6fcace0b3a7a0fb05c4,3414
f31a4655577f4052dbb69223f464022c,119cfbe712c803db8824361527f5cdfe,67103
4471480a2199c933b05f842342a6c57a,859f40a26e8b81608c6d035211098e9b,5640
5e06e74719ab2e623f22de047cf13fc1,5ecc44eb8b8132b43274f766ea35c7a2,38081
6a6235b58e3f03afd459bde7580a5ca0,6a505279e28e4595861d694d40fda84f,31535
1da9a73d0f1aeaac95cb8d7fa0e272f0,e68e1b61896163cdd7f8e07b2ae814c9,20261
bb4d4bc4ae2ade2dfb029a85170842c3,fd4043cd087bfe91024341ffa897a900,45980
5c64020e37f618d9a40f45d7fc5a7970,6c0306b7f2dce71c5d41f399071a5218,9571
12a9b33607c2fec94977963045396299,5bf9347f1623a50060ce723051f47f0d,26087
2385fa7e4de2b07ebe7891dcf18d1305,18a92b418073ab012ced47b5bfb61e0f,30421
98a95db6578e2df8a4786793c89944cf,372047c2b6994bbef7715a199259202e,38701
e7e1263e931c8df1462ecaaf16ead4a3,d0eb97bf1d2682c66046b50cd3078e72,81312
108713fcde1f0c129c3d7579f0f8d3ca,4695463872930475b8c322ef8fc3fb18,28890
012938ae26ceaa758b735826636366f8,b9b7a03c01ed2bd7b09072f575faaad1,8490
ca906127c621a7029dde82b6965ff366,2ce3418cd7badcaed052068125c64b87,18650
b13d2760d38f105bdc7647c63b130e0c,0e886f63fb3e1d3a7c0a56bbab8724c7,29117
fdd60720327e89295c1c7a3bf2c94bdc,d991aef4ca117e165d55f156e8da7fc6,85506
5121b60fe85120745d60d63d92011641,68d6ddcc3245e64b3cd155ea96583c74,59020
061eaa12db459fd7f6ba6a8b01f47652,0d0bd0b9d01d33f30b80f395a4f0f824,37704
1759c1aa84b35213f9dfbf0b1c54a51a,6c2c328519bae722195d90a1479b5e73,13486
835f0839de5bb6a2928f7343a9293245,099ca0f60f869898203011b81ad6078a,4618
9056ae890beea8465511b1e299ab6e2e,7ca7f24ed15bc0c0dec86eaac5e896a1,35588
364f824c824823a6e6dcfce11fa7cad0,a21a8c17fb2d281bb4890748efc12200,32210
9e8f467e3f46fce1d46d5fde05706628,48013bece02a36468d9765120c6d2c64,97670
db6174ff0d973672c0de09218a52ce88,3784425e555f41009e4467f2005b8563,71205
2aec0cd4d65938cb0c1693ef25843340,336edbfdd04ef597db813abf11f0714a,14010
fb827db7d93060684875e22f58033041,fe81bb32c243a86b2f86fbf053fe6140,1453
91fc7465107d197ce60e483d9f601dc8,f8bafce27bef77e21b560a20644ab4f2,13184
284f683869caa2ae4fcbdee78c971871,ebd599a8163e7b1a584c6507947655b2,96170
804101df19b9e3e6be806314f23892ce,a136639d058fc587dedd283a287474cf,3819
94a265c7d6fa0389f4fec04d4eae8b66,eb17a45cc9586bc95b8ea855d83e7b6f,37576
55a736fdef3f978c92f0477297b92973,7ddb0d297fb4a3562e2206d219be4445,90620
cadc3ba7b24012a7bf18d316c2dd6c6b,133e7e64acd392c91ef17dc92fcd0128,8411
69b68a1c34305f2efcaf4d2e202f68e3,4913641258ef99fc01ced3cd2d624d46,52131
eb46deb9e3c7469abf39577b396e5346,8529e161c142654b93e390b55b37c002,85884
1b850259f3b5b658721fb01061e51eba,cb115707616e2dd6fee2ed76a1decfbd,28633
6750172272a6a616067b595a9aa0d6c2,c0feca9e5d043fc29634ffe766756f11,78890
0f3cff4437692098bc1a61b7539d5ab5,5d923ccb7548741c453df5a825da2515,12606
c681ee0e01f73086435bbcc30cc1dc6f,c36acb527b8f2c464abd036b879f4ec8,20250
d0c9b58b9310372afa82bc44cfefabff,2e5559f2d9ab421a5c1d9e487431b5a5,13426
ba26119ebc275d7342f7f7a400c0cfd8,cfe31dd0d736bb373e0cf91c58dbafbd,9820
0a03a6a1d24de1a847f6a8a26d5ab014,cf587ddafc6594d449e7c643883a7aab,26032
5589c868b8dd0d470ed657410b55a8f9,2d53a3a6aec36afadaac2b4e346cef70,64235
1fa3c507d05b404a98c2edadd8a05030,a58bfc5e8a333137df4ee8951f01a17f,13098
0907b6bd2c685ff7b56d3fb62820e583,140ae336c23cdf6b717fa47fc874841e,37466
49acc665a9c9ae87119f71f788854883,880abf8eb99187d4a6f3dafad7eb5d75,97700
e5f6020aa61432f0dcb0fcda1c5113d9,9d687a1e1a93c3d1788eaf38b05e0040,45208
fb963759c7caf6842f075df5c837513f,b9ca109aba9631a3dcf9c422ee6a16f0,58802
b49c7b84bf888d069ddcc9c7d42c5efc,5002e0566eb0074d5ce0cadc0c245d65,51250
786755e5df0baf46b299b5fabe8164a8,8c9f2d3ee4e582e748cdb6365f6f1bb1,84262
e997d50cc8d98d1c7445f8e6e79c9852,96650c11077cfc66314c146a582280aa,9080
23e5941e6b3f8fc50b09b6a1d453fafa,b19155eedaeab7c1961734b960c4b194,18260
e2fe3fe92da7cfb1115664a4f48446b9,0d02eb399c6520fbf8f938611878578c,41635
15a63416738533f8423bba238ed2895f,c5dc29ce1c42fd1d2205d22906beaf37,35010
57feb621213d35470d052e8c25b27e2c,468ce3e9691062de7b42bd4fb86089a8,12243
fba95f073ccc6b98c94f3c000b9c1472,b735c34299af89879b386c332e338374,8545
9bc5bb42034600fb2893a25919005ebd,b3eb319b1c87a2f872261043e3d72494,85862
7455d5b60a7e99853b11405c4860c525,31d6e79d2e888a8a7e4378abfbb55816,74650
cbf6862136b197affc013850088fbfb9,95baecb5aa54613f5f12d62b712e4ca1,11630
b69dfe8213b3b11dcefda5aeec567dcc,06dcd943e3a874082fc85cc7c4cbc27a,12245
376b849049e148db18c8875c256cb511,04f2fe2f22bba4933c8c149f015a7844,13160
e5b5cca1233647157ad0336d76996bab,cd44ea2fe8283f4748c87f7d52e38278,18120
4cdbc86f0f6629efb095f984a8701702,8c4e6c2146380ae9f6583084e3529ac2,8717
8417fd15df3d45a797fb476587eda385,106b8aab99a48f461bc17b52f43d0204,68010
e20a7db0678d2a167680a003fc25d4cd,e89757d565be1e7784b3aca4432077c3,13140
6a3291b42c375fa31e806398dd9a6f28,9d7a7819f035595c50c85e4ec22308d0,1211
a79296ec3a43e42939b3487262c25449,25fb8daf9c2b65823d6091521a31587b,4108
feb218d83fec5edd15652761eecdabcc,ec1a46ef8409aca3b3f94b01e02d6582,1310
77818db62605ed275a3f2b060e215ca0,9aba0d42b6ed910084741d289ce8e34d,39400
486470ca91a0fed0f8867e79721e60e8,0ef4d7b991cc74c7c13b540f7d3129a3,36930
0a05250f6702d7949e237fa591546429,8d692a436fa634e911ebb1e69bb0f481,57601
6b635dc10f8b7e1032cc13ff619f52c9,76b656dd5912b7792c709003c19c6d32,85935
8333021eae0889032f2da220bc779ef3,65e7ba9c080c81512376e3bde1f97a87,36013
610d52bf5b791544b45e2bbe6b9eaa7a,9e7239922e75ab9bddd5474ba692ee34,14850
641cc3ed9b805233ffd9d29dba7f7370,d970a2354b55cfb67fa5840b9b4936ed,81690
014cb897286d70935bfa3c8eac776b76,e1967ba1b15b23a95519bf8cf882530a,37552
788bac7c5c5f205ccd71fcc1033cc29f,caaf7a6f64bc06576b7ec520c8206d03,30270
a47974ac6596398820508728a779e2df,1b2db8ab2d8e7b84b5455736fc9713f2,24220
63f798bfe1116c4b855132edd9f87b3a,e74f77ff1fc653fe5ce9ca3f87f41704,98802
389443bd63b73ccc36bdc8a8cc810b9f,bd339d25144aff3ed2e478fc25de3bbd,26011
ce6ccd40c94d231ac012f6488f144380,f7d6e0dd60c793a6616c4736cfc8ff16,8215
edeaa50f1c807316f652bda93c4d5f89,8dcf2096a68ce8212a3f534ab31ee23e,98175
b9016404916a5d1b53d20b437a010c9c,376ab8c8ebfea815b821c52ef2afc960,88110
394264ffea0735e712823a6b5a55beaa,5fe117882be55ee9ad0d6c6c56d11019,90680
f68381e3e17489908640baa30d9721d9,6b3c5551dfd4d19a24999392edc21d63,90430
a8f6bb35d78515a1762eb626d52b6352,d0ad8d078320fd639fe1ef1bcbe0e4af,12705
df578de48490fad348557aca8514d6be,87efb3bc38dea0dc5625e73a053724bc,1035
ce23650d552b23150a2738a9d325e336,c7f573cd86f5363e5c2cfb12a60e9aa3,20040
